,county,year,race,value
2480,West Baton Rouge Parish,2002,Hispanic or Latino,756
2481,West Baton Rouge Parish,2003,Hispanic or Latino,776
2482,West Baton Rouge Parish,2004,Hispanic or Latino,872
2483,West Baton Rouge Parish,2005,Hispanic or Latino,868
2484,West Baton Rouge Parish,2006,Hispanic or Latino,972
2485,West Baton Rouge Parish,2007,Hispanic or Latino,990
2486,West Baton Rouge Parish,2008,Hispanic or Latino,1094
2487,West Baton Rouge Parish,2009,Hispanic or Latino,1072
2488,West Baton Rouge Parish,2010,Hispanic or Latino,1106
2489,West Baton Rouge Parish,2011,Hispanic or Latino,1248
2490,West Baton Rouge Parish,2012,Hispanic or Latino,1304
2491,West Baton Rouge Parish,2013,Hispanic or Latino,1368
2492,West Baton Rouge Parish,2014,Hispanic or Latino,1462
2493,West Baton Rouge Parish,2015,Hispanic or Latino,1522
2494,West Baton Rouge Parish,2016,Hispanic or Latino,1530
2495,West Baton Rouge Parish,2017,Hispanic or Latino,1616
2496,West Baton Rouge Parish,2018,Hispanic or Latino,1674
2497,West Baton Rouge Parish,2019,Hispanic or Latino,1808
2498,West Baton Rouge Parish,2020,Hispanic or Latino,1858
2499,West Feliciana Parish,2000,Hispanic or Latino,314
2500,West Feliciana Parish,2001,Hispanic or Latino,332
2501,West Feliciana Parish,2002,Hispanic or Latino,352
2502,West Feliciana Parish,2003,Hispanic or Latino,356
2503,West Feliciana Parish,2004,Hispanic or Latino,356
2504,West Feliciana Parish,2005,Hispanic or Latino,436
2505,West Feliciana Parish,2006,Hispanic or Latino,440
2506,West Feliciana Parish,2007,Hispanic or Latino,458
2507,West Feliciana Parish,2008,Hispanic or Latino,460
2508,West Feliciana Parish,2009,Hispanic or Latino,492
2509,West Feliciana Parish,2010,Hispanic or Latino,510
2510,West Feliciana Parish,2011,Hispanic or Latino,490
2511,West Feliciana Parish,2012,Hispanic or Latino,490
2512,West Feliciana Parish,2013,Hispanic or Latino,468
2513,West Feliciana Parish,2014,Hispanic or Latino,460
2514,West Feliciana Parish,2015,Hispanic or Latino,464
2515,West Feliciana Parish,2016,Hispanic or Latino,468
2516,West Feliciana Parish,2017,Hispanic or Latino,502
2517,West Feliciana Parish,2018,Hispanic or Latino,496
2518,West Feliciana Parish,2019,Hispanic or Latino,508
2519,West Feliciana Parish,2020,Hispanic or Latino,514
2520,Ascension Parish,2000,Two or More Races,682
2521,Ascension Parish,2001,Two or More Races,776
2522,Ascension Parish,2002,Two or More Races,932
2523,Ascension Parish,2003,Two or More Races,1054
2524,Ascension Parish,2004,Two or More Races,1212
2525,Ascension Parish,2005,Two or More Races,1384
2526,Ascension Parish,2006,Two or More Races,1528
2527,Ascension Parish,2007,Two or More Races,1710
2528,Ascension Parish,2008,Two or More Races,1868
2529,Ascension Parish,2009,Two or More Races,2046
2530,Ascension Parish,2010,Two or More Races,2158
2531,Ascension Parish,2011,Two or More Races,2302
2532,Ascension Parish,2012,Two or More Races,2408
2533,Ascension Parish,2013,Two or More Races,2604
2534,Ascension Parish,2014,Two or More Races,2788
2535,Ascension Parish,2015,Two or More Races,2932
2536,Ascension Parish,2016,Two or More Races,3134
2537,Ascension Parish,2017,Two or More Races,3276
2538,Ascension Parish,2018,Two or More Races,3406
2539,Ascension Parish,2019,Two or More Races,3798
2540,Ascension Parish,2020,Two or More Races,3858
2541,Caddo Parish,2000,Two or More Races,3632
2542,Caddo Parish,2001,Two or More Races,4088
2543,Caddo Parish,2002,Two or More Races,4334
2544,Caddo Parish,2003,Two or More Races,4634
2545,Caddo Parish,2004,Two or More Races,4784
2546,Caddo Parish,2005,Two or More Races,5026
2547,Caddo Parish,2006,Two or More Races,5188
2548,Caddo Parish,2007,Two or More Races,5376
2549,Caddo Parish,2008,Two or More Races,5846
2550,Caddo Parish,2009,Two or More Races,6192
2551,Caddo Parish,2010,Two or More Races,6588
2552,Caddo Parish,2011,Two or More Races,6832
2553,Caddo Parish,2012,Two or More Races,6914
2554,Caddo Parish,2013,Two or More Races,7038
2555,Caddo Parish,2014,Two or More Races,7128
2556,Caddo Parish,2015,Two or More Races,7406
2557,Caddo Parish,2016,Two or More Races,7452
2558,Caddo Parish,2017,Two or More Races,7604
2559,Caddo Parish,2018,Two or More Races,7626
2560,Caddo Parish,2019,Two or More Races,7808
2561,Caddo Parish,2020,Two or More Races,7720
2562,East Baton Rouge Parish,2000,Two or More Races,5382
2563,East Baton Rouge Parish,2001,Two or More Races,6070
2564,East Baton Rouge Parish,2002,Two or More Races,6486
2565,East Baton Rouge Parish,2003,Two or More Races,6898
2566,East Baton Rouge Parish,2004,Two or More Races,7290
2567,East Baton Rouge Parish,2005,Two or More Races,7368
2568,East Baton Rouge Parish,2006,Two or More Races,7870
2569,East Baton Rouge Parish,2007,Two or More Races,8158
2570,East Baton Rouge Parish,2008,Two or More Races,8746
2571,East Baton Rouge Parish,2009,Two or More Races,9324
2572,East Baton Rouge Parish,2010,Two or More Races,9728
2573,East Baton Rouge Parish,2011,Two or More Races,10146
2574,East Baton Rouge Parish,2012,Two or More Races,10618
2575,East Baton Rouge Parish,2013,Two or More Races,11206
2576,East Baton Rouge Parish,2014,Two or More Races,11622
2577,East Baton Rouge Parish,2015,Two or More Races,12066
2578,East Baton Rouge Parish,2016,Two or More Races,12630
2579,East Baton Rouge Parish,2017,Two or More Races,12786
2580,East Baton Rouge Parish,2018,Two or More Races,13134
2581,East Baton Rouge Parish,2019,Two or More Races,13394
2582,East Baton Rouge Parish,2020,Two or More Races,13586
2583,East Feliciana Parish,2000,Two or More Races,202
2584,East Feliciana Parish,2001,Two or More Races,202
2585,East Feliciana Parish,2002,Two or More Races,216
2586,East Feliciana Parish,2003,Two or More Races,232
2587,East Feliciana Parish,2004,Two or More Races,270
2588,East Feliciana Parish,2005,Two or More Races,312
2589,East Feliciana Parish,2006,Two or More Races,334
2590,East Feliciana Parish,2007,Two or More Races,376
2591,East Feliciana Parish,2008,Two or More Races,414
2592,East Feliciana Parish,2009,Two or More Races,432
2593,East Feliciana Parish,2010,Two or More Races,444
2594,East Feliciana Parish,2011,Two or More Races,456
2595,East Feliciana Parish,2012,Two or More Races,480
2596,East Feliciana Parish,2013,Two or More Races,472
2597,East Feliciana Parish,2014,Two or More Races,522
2598,East Feliciana Parish,2015,Two or More Races,548
2599,East Feliciana Parish,2016,Two or More Races,488
2600,East Feliciana Parish,2017,Two or More Races,508
2601,East Feliciana Parish,2018,Two or More Races,534
2602,East Feliciana Parish,2019,Two or More Races,520
2603,East Feliciana Parish,2020,Two or More Races,548
2604,Iberville Parish,2000,Two or More Races,242
2605,Iberville Parish,2001,Two or More Races,250
2606,Iberville Parish,2002,Two or More Races,256
2607,Iberville Parish,2003,Two or More Races,298
2608,Iberville Parish,2004,Two or More Races,326
2609,Iberville Parish,2005,Two or More Races,372
2610,Iberville Parish,2006,Two or More Races,366
2611,Iberville Parish,2007,Two or More Races,416
2612,Iberville Parish,2008,Two or More Races,468
2613,Iberville Parish,2009,Two or More Races,490
2614,Iberville Parish,2010,Two or More Races,500
2615,Iberville Parish,2011,Two or More Races,538
2616,Iberville Parish,2012,Two or More Races,540
2617,Iberville Parish,2013,Two or More Races,582
2618,Iberville Parish,2014,Two or More Races,612
2619,Iberville Parish,2015,Two or More Races,676
2620,Iberville Parish,2016,Two or More Races,658
2621,Iberville Parish,2017,Two or More Races,696
2622,Iberville Parish,2018,Two or More Races,674
2623,Iberville Parish,2019,Two or More Races,698
2624,Iberville Parish,2020,Two or More Races,726
2625,Jefferson Parish,2000,Two or More Races,8228
2626,Jefferson Parish,2001,Two or More Races,8828
2627,Jefferson Parish,2002,Two or More Races,9366
2628,Jefferson Parish,2003,Two or More Races,9624
2629,Jefferson Parish,2004,Two or More Races,10168
2630,Jefferson Parish,2005,Two or More Races,10374
2631,Jefferson Parish,2006,Two or More Races,9748
2632,Jefferson Parish,2007,Two or More Races,10052
2633,Jefferson Parish,2008,Two or More Races,10538
2634,Jefferson Parish,2009,Two or More Races,11372
2635,Jefferson Parish,2010,Two or More Races,12198
2636,Jefferson Parish,2011,Two or More Races,12710
2637,Jefferson Parish,2012,Two or More Races,13278
2638,Jefferson Parish,2013,Two or More Races,13580
2639,Jefferson Parish,2014,Two or More Races,14014
2640,Jefferson Parish,2015,Two or More Races,14378
2641,Jefferson Parish,2016,Two or More Races,14636
2642,Jefferson Parish,2017,Two or More Races,15182
2643,Jefferson Parish,2018,Two or More Races,15192
2644,Jefferson Parish,2019,Two or More Races,15586
2645,Jefferson Parish,2020,Two or More Races,15944
2646,Livingston Parish,2000,Two or More Races,996
2647,Livingston Parish,2001,Two or More Races,1142
2648,Livingston Parish,2002,Two or More Races,1290
2649,Livingston Parish,2003,Two or More Races,1434
2650,Livingston Parish,2004,Two or More Races,1618
2651,Livingston Parish,2005,Two or More Races,1788
2652,Livingston Parish,2006,Two or More Races,1898
2653,Livingston Parish,2007,Two or More Races,2096
2654,Livingston Parish,2008,Two or More Races,2322
2655,Livingston Parish,2009,Two or More Races,2478
2656,Livingston Parish,2010,Two or More Races,2568
2657,Livingston Parish,2011,Two or More Races,2726
2658,Livingston Parish,2012,Two or More Races,2854
2659,Livingston Parish,2013,Two or More Races,2942
2660,Livingston Parish,2014,Two or More Races,3124
2661,Livingston Parish,2015,Two or More Races,3306
2662,Livingston Parish,2016,Two or More Races,3492
2663,Livingston Parish,2017,Two or More Races,3422
2664,Livingston Parish,2018,Two or More Races,3606
2665,Livingston Parish,2019,Two or More Races,3752
2666,Livingston Parish,2020,Two or More Races,4118
2667,Orleans Parish,2000,Two or More Races,7482
2668,Orleans Parish,2001,Two or More Races,8128
2669,Orleans Parish,2002,Two or More Races,8496
2670,Orleans Parish,2003,Two or More Races,8724
2671,Orleans Parish,2004,Two or More Races,8886
2672,Orleans Parish,2005,Two or More Races,8832
2673,Orleans Parish,2006,Two or More Races,6164
2674,Orleans Parish,2007,Two or More Races,6990
2675,Orleans Parish,2008,Two or More Races,7912
2676,Orleans Parish,2009,Two or More Races,8766
2677,Orleans Parish,2010,Two or More Races,9358
2678,Orleans Parish,2011,Two or More Races,9668
2679,Orleans Parish,2012,Two or More Races,10186
2680,Orleans Parish,2013,Two or More Races,10512
2681,Orleans Parish,2014,Two or More Races,11082
2682,Orleans Parish,2015,Two or More Races,11632
2683,Orleans Parish,2016,Two or More Races,12108
2684,Orleans Parish,2017,Two or More Races,12258
2685,Orleans Parish,2018,Two or More Races,12694
2686,Orleans Parish,2019,Two or More Races,12744
2687,Orleans Parish,2020,Two or More Races,12918
2688,Plaquemines Parish,2000,Two or More Races,550
2689,Plaquemines Parish,2001,Two or More Races,584
2690,Plaquemines Parish,2002,Two or More Races,626
2691,Plaquemines Parish,2003,Two or More Races,688
2692,Plaquemines Parish,2004,Two or More Races,768
2693,Plaquemines Parish,2005,Two or More Races,846
2694,Plaquemines Parish,2006,Two or More Races,830
2695,Plaquemines Parish,2007,Two or More Races,900
2696,Plaquemines Parish,2008,Two or More Races,970
2697,Plaquemines Parish,2009,Two or More Races,1018
2698,Plaquemines Parish,2010,Two or More Races,1088
2699,Plaquemines Parish,2011,Two or More Races,1176
2700,Plaquemines Parish,2012,Two or More Races,1132
2701,Plaquemines Parish,2013,Two or More Races,1220
2702,Plaquemines Parish,2014,Two or More Races,1318
2703,Plaquemines Parish,2015,Two or More Races,1386
2704,Plaquemines Parish,2016,Two or More Races,1366
2705,Plaquemines Parish,2017,Two or More Races,1466
2706,Plaquemines Parish,2018,Two or More Races,1422
2707,Plaquemines Parish,2019,Two or More Races,1368
2708,Plaquemines Parish,2020,Two or More Races,1384
2709,Pointe Coupee Parish,2000,Two or More Races,202
2710,Pointe Coupee Parish,2001,Two or More Races,208
2711,Pointe Coupee Parish,2002,Two or More Races,220
2712,Pointe Coupee Parish,2003,Two or More Races,256
2713,Pointe Coupee Parish,2004,Two or More Races,270
2714,Pointe Coupee Parish,2005,Two or More Races,292
2715,Pointe Coupee Parish,2006,Two or More Races,320
2716,Pointe Coupee Parish,2007,Two or More Races,338
2717,Pointe Coupee Parish,2008,Two or More Races,386
2718,Pointe Coupee Parish,2009,Two or More Races,406
2719,Pointe Coupee Parish,2010,Two or More Races,416
2720,Pointe Coupee Parish,2011,Two or More Races,484
2721,Pointe Coupee Parish,2012,Two or More Races,474
2722,Pointe Coupee Parish,2013,Two or More Races,484
2723,Pointe Coupee Parish,2014,Two or More Races,546
2724,Pointe Coupee Parish,2015,Two or More Races,544
2725,Pointe Coupee Parish,2016,Two or More Races,544
2726,Pointe Coupee Parish,2017,Two or More Races,584
2727,Pointe Coupee Parish,2018,Two or More Races,504
2728,Pointe Coupee Parish,2019,Two or More Races,510
2729,Pointe Coupee Parish,2020,Two or More Races,514
2730,St. Bernard Parish,2000,Two or More Races,1446
2731,St. Bernard Parish,2001,Two or More Races,1458
2732,St. Bernard Parish,2002,Two or More Races,1514
2733,St. Bernard Parish,2003,Two or More Races,1512
2734,St. Bernard Parish,2004,Two or More Races,1588
2735,St. Bernard Parish,2005,Two or More Races,1650
2736,St. Bernard Parish,2006,Two or More Races,1304
2737,St. Bernard Parish,2007,Two or More Races,1432
2738,St. Bernard Parish,2008,Two or More Races,1536
2739,St. Bernard Parish,2009,Two or More Races,1590
2740,St. Bernard Parish,2010,Two or More Races,1734
2741,St. Bernard Parish,2011,Two or More Races,1852
2742,St. Bernard Parish,2012,Two or More Races,1858
2743,St. Bernard Parish,2013,Two or More Races,2014
2744,St. Bernard Parish,2014,Two or More Races,2130
2745,St. Bernard Parish,2015,Two or More Races,2248
2746,St. Bernard Parish,2016,Two or More Races,2252
2747,St. Bernard Parish,2017,Two or More Races,2300
2748,St. Bernard Parish,2018,Two or More Races,2362
2749,St. Bernard Parish,2019,Two or More Races,2424
2750,St. Bernard Parish,2020,Two or More Races,2442
2751,St. Charles Parish,2000,Two or More Races,636
2752,St. Charles Parish,2001,Two or More Races,680
2753,St. Charles Parish,2002,Two or More Races,776
2754,St. Charles Parish,2003,Two or More Races,834
2755,St. Charles Parish,2004,Two or More Races,888
2756,St. Charles Parish,2005,Two or More Races,1076
2757,St. Charles Parish,2006,Two or More Races,1116
2758,St. Charles Parish,2007,Two or More Races,1180
2759,St. Charles Parish,2008,Two or More Races,1198
2760,St. Charles Parish,2009,Two or More Races,1290
2761,St. Charles Parish,2010,Two or More Races,1368
2762,St. Charles Parish,2011,Two or More Races,1402
2763,St. Charles Parish,2012,Two or More Races,1394
2764,St. Charles Parish,2013,Two or More Races,1460
2765,St. Charles Parish,2014,Two or More Races,1496
2766,St. Charles Parish,2015,Two or More Races,1564
2767,St. Charles Parish,2016,Two or More Races,1574
2768,St. Charles Parish,2017,Two or More Races,1650
2769,St. Charles Parish,2018,Two or More Races,1730
2770,St. Charles Parish,2019,Two or More Races,1778
2771,St. Charles Parish,2020,Two or More Races,1844
2772,St. Helena Parish,2000,Two or More Races,110
2773,St. Helena Parish,2001,Two or More Races,108
2774,St. Helena Parish,2002,Two or More Races,106
2775,St. Helena Parish,2003,Two or More Races,118
2776,St. Helena Parish,2004,Two or More Races,134
2777,St. Helena Parish,2005,Two or More Races,158
2778,St. Helena Parish,2006,Two or More Races,150
2779,St. Helena Parish,2007,Two or More Races,158
2780,St. Helena Parish,2008,Two or More Races,174
2781,St. Helena Parish,2009,Two or More Races,178
2782,St. Helena Parish,2010,Two or More Races,180
2783,St. Helena Parish,2011,Two or More Races,194
2784,St. Helena Parish,2012,Two or More Races,208
2785,St. Helena Parish,2013,Two or More Races,212
2786,St. Helena Parish,2014,Two or More Races,248
2787,St. Helena Parish,2015,Two or More Races,254
2788,St. Helena Parish,2016,Two or More Races,266
2789,St. Helena Parish,2017,Two or More Races,284
2790,St. Helena Parish,2018,Two or More Races,262
2791,St. Helena Parish,2019,Two or More Races,286
2792,St. Helena Parish,2020,Two or More Races,280
2793,St. James Parish,2000,Two or More Races,136
2794,St. James Parish,2001,Two or More Races,140
2795,St. James Parish,2002,Two or More Races,148
2796,St. James Parish,2003,Two or More Races,160
2797,St. James Parish,2004,Two or More Races,166
2798,St. James Parish,2005,Two or More Races,180
2799,St. James Parish,2006,Two or More Races,184
2800,St. James Parish,2007,Two or More Races,208
2801,St. James Parish,2008,Two or More Races,218
2802,St. James Parish,2009,Two or More Races,232
2803,St. James Parish,2010,Two or More Races,244
2804,St. James Parish,2011,Two or More Races,246
2805,St. James Parish,2012,Two or More Races,280
2806,St. James Parish,2013,Two or More Races,292
2807,St. James Parish,2014,Two or More Races,300
2808,St. James Parish,2015,Two or More Races,308
2809,St. James Parish,2016,Two or More Races,342
2810,St. James Parish,2017,Two or More Races,334
2811,St. James Parish,2018,Two or More Races,342
2812,St. James Parish,2019,Two or More Races,348
2813,St. James Parish,2020,Two or More Races,348
2814,St. John the Baptist Parish,2000,Two or More Races,516
2815,St. John the Baptist Parish,2001,Two or More Races,548
2816,St. John the Baptist Parish,2002,Two or More Races,578
2817,St. John the Baptist Parish,2003,Two or More Races,622
2818,St. John the Baptist Parish,2004,Two or More Races,696
2819,St. John the Baptist Parish,2005,Two or More Races,830
2820,St. John the Baptist Parish,2006,Two or More Races,822
2821,St. John the Baptist Parish,2007,Two or More Races,926
2822,St. John the Baptist Parish,2008,Two or More Races,950
2823,St. John the Baptist Parish,2009,Two or More Races,986
2824,St. John the Baptist Parish,2010,Two or More Races,1002
2825,St. John the Baptist Parish,2011,Two or More Races,994
2826,St. John the Baptist Parish,2012,Two or More Races,1028
2827,St. John the Baptist Parish,2013,Two or More Races,1016
2828,St. John the Baptist Parish,2014,Two or More Races,1074
2829,St. John the Baptist Parish,2015,Two or More Races,1060
2830,St. John the Baptist Parish,2016,Two or More Races,1148
2831,St. John the Baptist Parish,2017,Two or More Races,1166
2832,St. John the Baptist Parish,2018,Two or More Races,1188
2833,St. John the Baptist Parish,2019,Two or More Races,1216
2834,St. John the Baptist Parish,2020,Two or More Races,1276
2835,St. Tammany Parish,2000,Two or More Races,3592
2836,St. Tammany Parish,2001,Two or More Races,3972
2837,St. Tammany Parish,2002,Two or More Races,4502
2838,St. Tammany Parish,2003,Two or More Races,4852
2839,St. Tammany Parish,2004,Two or More Races,5194
2840,St. Tammany Parish,2005,Two or More Races,5426
2841,St. Tammany Parish,2006,Two or More Races,5418
2842,St. Tammany Parish,2007,Two or More Races,5874
2843,St. Tammany Parish,2008,Two or More Races,6312
2844,St. Tammany Parish,2009,Two or More Races,6750
2845,St. Tammany Parish,2010,Two or More Races,7138
2846,St. Tammany Parish,2011,Two or More Races,7404
2847,St. Tammany Parish,2012,Two or More Races,7752
2848,St. Tammany Parish,2013,Two or More Races,7942
2849,St. Tammany Parish,2014,Two or More Races,8402
2850,St. Tammany Parish,2015,Two or More Races,8820
2851,St. Tammany Parish,2016,Two or More Races,9140
2852,St. Tammany Parish,2017,Two or More Races,9492
2853,St. Tammany Parish,2018,Two or More Races,9764
2854,St. Tammany Parish,2019,Two or More Races,10072
2855,St. Tammany Parish,2020,Two or More Races,10358
2856,Tangipahoa Parish,2000,Two or More Races,1144
2857,Tangipahoa Parish,2001,Two or More Races,1280
2858,Tangipahoa Parish,2002,Two or More Races,1400
2859,Tangipahoa Parish,2003,Two or More Races,1572
2860,Tangipahoa Parish,2004,Two or More Races,1740
2861,Tangipahoa Parish,2005,Two or More Races,1922
2862,Tangipahoa Parish,2006,Two or More Races,2022
2863,Tangipahoa Parish,2007,Two or More Races,2306
2864,Tangipahoa Parish,2008,Two or More Races,2488
2865,Tangipahoa Parish,2009,Two or More Races,2730
2866,Tangipahoa Parish,2010,Two or More Races,2874
2867,Tangipahoa Parish,2011,Two or More Races,2922
2868,Tangipahoa Parish,2012,Two or More Races,3074
2869,Tangipahoa Parish,2013,Two or More Races,3166
2870,Tangipahoa Parish,2014,Two or More Races,3330
2871,Tangipahoa Parish,2015,Two or More Races,3464
2872,Tangipahoa Parish,2016,Two or More Races,3710
2873,Tangipahoa Parish,2017,Two or More Races,3942
2874,Tangipahoa Parish,2018,Two or More Races,4042
2875,Tangipahoa Parish,2019,Two or More Races,4116
2876,Tangipahoa Parish,2020,Two or More Races,4320
2877,Washington Parish,2000,Two or More Races,406
2878,Washington Parish,2001,Two or More Races,438
2879,Washington Parish,2002,Two or More Races,488
2880,Washington Parish,2003,Two or More Races,556
2881,Washington Parish,2004,Two or More Races,612
2882,Washington Parish,2005,Two or More Races,684
2883,Washington Parish,2006,Two or More Races,718
2884,Washington Parish,2007,Two or More Races,776
2885,Washington Parish,2008,Two or More Races,848
2886,Washington Parish,2009,Two or More Races,896
2887,Washington Parish,2010,Two or More Races,940
2888,Washington Parish,2011,Two or More Races,982
2889,Washington Parish,2012,Two or More Races,1046
2890,Washington Parish,2013,Two or More Races,1062
2891,Washington Parish,2014,Two or More Races,1140
2892,Washington Parish,2015,Two or More Races,1146
2893,Washington Parish,2016,Two or More Races,1252
2894,Washington Parish,2017,Two or More Races,1328
2895,Washington Parish,2018,Two or More Races,1416
2896,Washington Parish,2019,Two or More Races,1382
2897,Washington Parish,2020,Two or More Races,1430
2898,West Baton Rouge Parish,2000,Two or More Races,262
2899,West Baton Rouge Parish,2001,Two or More Races,264
2900,West Baton Rouge Parish,2002,Two or More Races,266
2901,West Baton Rouge Parish,2003,Two or More Races,306
2902,West Baton Rouge Parish,2004,Two or More Races,316
2903,West Baton Rouge Parish,2005,Two or More Races,382
2904,West Baton Rouge Parish,2006,Two or More Races,402
2905,West Baton Rouge Parish,2007,Two or More Races,450
2906,West Baton Rouge Parish,2008,Two or More Races,450
2907,West Baton Rouge Parish,2009,Two or More Races,480
2908,West Baton Rouge Parish,2010,Two or More Races,518
2909,West Baton Rouge Parish,2011,Two or More Races,502
2910,West Baton Rouge Parish,2012,Two or More Races,530
2911,West Baton Rouge Parish,2013,Two or More Races,570
2912,West Baton Rouge Parish,2014,Two or More Races,612
2913,West Baton Rouge Parish,2015,Two or More Races,620
2914,West Baton Rouge Parish,2016,Two or More Races,664
2915,West Baton Rouge Parish,2017,Two or More Races,708
2916,West Baton Rouge Parish,2018,Two or More Races,728
2917,West Baton Rouge Parish,2019,Two or More Races,762
2918,West Baton Rouge Parish,2020,Two or More Races,806
2919,West Feliciana Parish,2000,Two or More Races,106
2920,West Feliciana Parish,2001,Two or More Races,106
2921,West Feliciana Parish,2002,Two or More Races,108
2922,West Feliciana Parish,2003,Two or More Races,110
2923,West Feliciana Parish,2004,Two or More Races,122
2924,West Feliciana Parish,2005,Two or More Races,150
2925,West Feliciana Parish,2006,Two or More Races,146
2926,West Feliciana Parish,2007,Two or More Races,162
2927,West Feliciana Parish,2008,Two or More Races,164
2928,West Feliciana Parish,2009,Two or More Races,168
2929,West Feliciana Parish,2010,Two or More Races,164
2930,West Feliciana Parish,2011,Two or More Races,192
2931,West Feliciana Parish,2012,Two or More Races,206
2932,West Feliciana Parish,2013,Two or More Races,218
2933,West Feliciana Parish,2014,Two or More Races,216
2934,West Feliciana Parish,2015,Two or More Races,248
2935,West Feliciana Parish,2016,Two or More Races,226
2936,West Feliciana Parish,2017,Two or More Races,268
2937,West Feliciana Parish,2018,Two or More Races,288
2938,West Feliciana Parish,2019,Two or More Races,318
2939,West Feliciana Parish,2020,Two or More Races,308
